Season,Episode,Episode Title,Name,tokens
2,5,The Ghost of Harrenhal,catelyn stark,"['ca', 'nt', 'avenge', 'dead']"
2,5,The Ghost of Harrenhal,man,['go']
2,5,The Ghost of Harrenhal,brienne,['way']
2,5,The Ghost of Harrenhal,margaery tyrell,"['need', 'go', 'home', 'loras']"
2,5,The Ghost of Harrenhal,petyr baelish,"['lord', 'lady']"
2,5,The Ghost of Harrenhal,loras,['get']
2,5,The Ghost of Harrenhal,petyr baelish,"['stannis', 'hour', 'arrives', 'renly', 'bannermen', 'flock', 'former', 'companion', 'fight', 'privilege', 'selling', 'new', 'king']"
2,5,The Ghost of Harrenhal,loras,"['want', 'privilege']"
2,5,The Ghost of Harrenhal,petyr baelish,"['note', 'standing', 'talking', 'stannis']"
2,5,The Ghost of Harrenhal,margaery tyrell,['time']
2,5,The Ghost of Harrenhal,loras,"['ride', 'back', 'highgarden', 'sister', 'running', 'stannis']"
2,5,The Ghost of Harrenhal,margaery tyrell,"['brienne', 'tarth', 'murdered', 'renly']"
2,5,The Ghost of Harrenhal,loras,"['nt', 'believe', 'nt', 'believe', 'gained', 'king', 'death']"
2,5,The Ghost of Harrenhal,petyr baelish,['stannis']
2,5,The Ghost of Harrenhal,loras,"['put', 'sword', 'righteous', 'face']"
2,5,The Ghost of Harrenhal,margaery tyrell,"['ca', 'nt', 'stay']"
2,5,The Ghost of Harrenhal,loras,"['would', 'true', 'king', 'good', 'king']"
2,5,The Ghost of Harrenhal,petyr baelish,"['tell', 'ser', 'loras', 'desire', 'world']"
2,5,The Ghost of Harrenhal,loras,['revenge']
2,5,The Ghost of Harrenhal,petyr baelish,"['always', 'found', 'purest', 'motivation', 'wo', 'nt', 'chance', 'put', 'sword', 'stannis', 'today', 'cut', 'piece', 'set', 'foot', 'solid', 'ground', 'justice', 'want', 'smart']"
2,5,The Ghost of Harrenhal,margaery tyrell,"['ca', 'nt', 'avenge', 'grave', 'bring', 'horse', 'please']"
2,5,The Ghost of Harrenhal,margaery tyrell,['handsome']
2,5,The Ghost of Harrenhal,petyr baelish,['grace']
2,5,The Ghost of Harrenhal,margaery tyrell,"['grace', 'calling', 'king', 'nt', 'make', 'one', 'renly', 'nt', 'king', 'nt', 'queen']"
2,5,The Ghost of Harrenhal,petyr baelish,"['want', 'queen']"
2,5,The Ghost of Harrenhal,margaery tyrell,"['want', 'queen']"
2,5,The Ghost of Harrenhal,cersei lannister,['killed']
2,5,The Ghost of Harrenhal,tyrion lannister,"['account', 'differ', 'seem', 'implicate', 'catelyn', 'stark', 'way']"
2,5,The Ghost of Harrenhal,cersei lannister,"['really', 'thought']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['say', 'one', 'kingsguard', 'still', 'others', 'say', 'stannis', 'negotiation', 'went', 'sour']"
2,5,The Ghost of Harrenhal,cersei lannister,"['whomever', 'say', 'well', 'done']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['varys', 'say', 'say', 'renly', 'army', 'flocking', 'support', 'stannis', 'would', 'give', 'stannis', 'superiority', 'u', 'land', 'sea']"
2,5,The Ghost of Harrenhal,cersei lannister,"['littlefinger', 'say', 'outspend', 'three', 'one']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['say', 'father', 'raised', 'much', 'respect', 'money', 'stannis', 'baratheon', 'coming', 'u', 'sooner', 'rather', 'later']"
2,5,The Ghost of Harrenhal,cersei lannister,"['nt', 'thing', 'like', 'sealing', 'daughter', 'crate', 'ship', 'away']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['safer', 'dorne']"
2,5,The Ghost of Harrenhal,cersei lannister,"['yes', 'know', 'concerned', 'safety']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['happens', 'myrcella', 'sweet', 'innocent', 'girl', 'nt', 'blame']"
2,5,The Ghost of Harrenhal,cersei lannister,"['clever', 'nt', 'always', 'clever', 'scheme', 'plot']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['scheme', 'plot', 'thing', 'going', 'attack', 'u', 'need', 'ready']"
2,5,The Ghost of Harrenhal,cersei lannister,"['need', 'concern', 'king', 'taking', 'personal', 'charge', 'siege', 'preparation']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['may', 'ask', 'specifically', 'king', 'mind']"
2,5,The Ghost of Harrenhal,cersei lannister,"['may', 'specifically', 'may', 'ask', 'vaguely', 'answer']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['important', 'talk']"
2,5,The Ghost of Harrenhal,cersei lannister,"['king', 'royal', 'prerogative', 'withhold', 'sensitive', 'information', 'councilors']"
2,5,The Ghost of Harrenhal,lancel,['wildfire']
2,5,The Ghost of Harrenhal,tyrion lannister,"['wildfire', 'would', 'nt', 'lie', 'would', 'cousin']"
2,5,The Ghost of Harrenhal,lancel,[]
2,5,The Ghost of Harrenhal,tyrion lannister,"['mthat', 'lie', 'right']"
2,5,The Ghost of Harrenhal,lancel,"['lie', 'would', 'lie']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['tell', 'vile', 'allegation', 'brother', 'sister', 'true', 'think', 'make', 'jaime', 'likely', 'kill', 'le', 'likely', 'tell', 'fucking', 'mean']"
2,5,The Ghost of Harrenhal,lancel,"['telling', 'truth']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['smart', 'money', 'would', 'likely']"
2,5,The Ghost of Harrenhal,lancel,"['making', 'wildfire']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['perhaps', 'unnatural', 'urge', 'give', 'sympathy']"
2,5,The Ghost of Harrenhal,lancel,"['alchemist', 'guild', 'commissioned']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['suppose', 'one', 'way', 'find']"
2,5,The Ghost of Harrenhal,lancel,"['thousand', 'pot', 'already', 'stored', 'vault', 'planning', 'launch', 'city', 'wall', 'stannis', 'ship', 'army', 'please']"
2,5,The Ghost of Harrenhal,tyrion lannister,['tell']
2,5,The Ghost of Harrenhal,lancel,"['heard', 'talking', 'pyromancer', 'night', 'left', 'went', 'meet', 'swear']"
2,5,The Ghost of Harrenhal,tyrion lannister,['swear']
2,5,The Ghost of Harrenhal,lancel,['life']
2,5,The Ghost of Harrenhal,tyrion lannister,"['nt', 'care', 'life']"
2,5,The Ghost of Harrenhal,lancel,"['light', 'seven', 'holy', 'right', 'lancel', 'lannister', 'solemnly', 'vow']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['right', 'right', 'enough', 'even', 'torturing', 'boring', 'get']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['oh', 'lancel', 'tell', 'friend', 'bronn', 'please', 'kill', 'anything', 'happen']"
2,5,The Ghost of Harrenhal,lancel,"['please', 'kill', 'anything', 'happen', 'lord', 'tyrion']"
2,5,The Ghost of Harrenhal,bronn,['pleasure']
2,5,The Ghost of Harrenhal,davos,['grace']
2,5,The Ghost of Harrenhal,stannis baratheon,[]
2,5,The Ghost of Harrenhal,davos,"['sorry', 'brother', 'grace', 'wanted', 'let', 'know', 'people', 'grieve']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['fool', 'love', 'fool', 'grieve', 'well', 'boy', 'man', 'grew']"
2,5,The Ghost of Harrenhal,davos,"['need', 'speak', 'saw', 'cave']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['thought', 'made', 'clear', 'need', 'speak', 'matter']"
2,5,The Ghost of Harrenhal,davos,['grace']
2,5,The Ghost of Harrenhal,stannis baratheon,"['never', 'known', 'need', 'hear', 'thing', 'twice']"
2,5,The Ghost of Harrenhal,davos,"['never', 'known', 'hide', 'truth']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['come', 'lecture', 'truth']"
2,5,The Ghost of Harrenhal,davos,"['come', 'tell', 'saw']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['brother', 'bannermen', 'come', 'side', 'except', 'tyrells', 'fled', 'like', 'coward', 'wo', 'nt', 'able', 'resist', 'u', 'soon', 'shall', 'sitting', 'iron', 'throne']"
2,5,The Ghost of Harrenhal,davos,"['nothing', 'worth', 'cost', 'even', 'iron']"
2,5,The Ghost of Harrenhal,stannis baratheon,['hear']
2,5,The Ghost of Harrenhal,man,"['take', 'company', 'men', 'secure', 'perimeter']"
2,5,The Ghost of Harrenhal,davos,"['sail', 'king', 'landing']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['soon', 'consolidated', 'troop', 'make', 'short', 'work', 'lannisters', 'fleet', 'blackwater', 'bay', 'cleared', 'deliver', 'troop', 'doorstep', 'take', 'city']"
2,5,The Ghost of Harrenhal,davos,"['bring', 'lady', 'melisandre']"
2,5,The Ghost of Harrenhal,stannis baratheon,['concern']
2,5,The Ghost of Harrenhal,davos,"['take', 'king', 'landing', 'side', 'victory']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['never', 'thought', 'reason', 'doubt', 'loyalty', 'wrong']"
2,5,The Ghost of Harrenhal,davos,"['loyal', 'service', 'mean', 'telling', 'hard', 'truth']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['oh', 'truth', 'right', 'truth', 'hard', 'truth']"
2,5,The Ghost of Harrenhal,davos,"['foreigner', 'preaching', 'foreign', 'religion', 'believe', 'whisper', 'order', 'ear', 'obey']"
2,5,The Ghost of Harrenhal,stannis baratheon,['believe']
2,5,The Ghost of Harrenhal,davos,"['bannermen', 'renly', 'nt', 'lose']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['set', 'king', 'landing', 'without', 'lady', 'melisandre', 'lead', 'fleet', 'blackwater', 'bay']"
2,5,The Ghost of Harrenhal,davos,"['grace', 'honored', 'time', 'sea', 'spent', 'evading', 'ship', 'attacking', 'lord', 'wo', 'nt', 'happy']"
2,5,The Ghost of Harrenhal,stannis baratheon,"['lord', 'consider', 'lucky', 'nt', 'hang', 'treason', 'hard', 'truth', 'cut', 'way', 'ser', 'davos']"
2,5,The Ghost of Harrenhal,girl,"['got', 'got']"
2,5,The Ghost of Harrenhal,man,"['one', 'top', 'right']"
2,5,The Ghost of Harrenhal,man,"['buy', 'fruit', 'lord', 'fresh', 'fruit']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['stannis', 'infantry', 'ship', 'horse']"
2,5,The Ghost of Harrenhal,bronn,"['mind', 'keep', 'going']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['well', 'never', 'actually', 'able', 'kill', 'people']"
2,5,The Ghost of Harrenhal,bronn,"['good', 'thing', 'job', 'father']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['nt', 'sent', 'raven', 'week', 'busy', 'repeatedly', 'humiliated', 'robb', 'stark', 'timeconsuming', 'wo', 'nt', 'able', 'hold', 'city', 'stannis', 'way', 'joffrey', 'planning', 'holding']"
2,5,The Ghost of Harrenhal,protester,['corruption']
2,5,The Ghost of Harrenhal,crowd,['yes']
2,5,The Ghost of Harrenhal,protester,"['swollen', 'bloated', 'foul', 'brother', 'fornicates', 'sister', 'bed', 'king', 'surprised', 'fruit', 'incest', 'rotten', 'yes', 'rotten', 'king']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['hard', 'argue', 'assessment']"
2,5,The Ghost of Harrenhal,bronn,"['birthday', 'present']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['king', 'lost', 'cause', 'rest', 'u', 'worried']"
2,5,The Ghost of Harrenhal,man,"['dancing', 'king', 'prancing', 'bloodstained', 'hall', 'tune', 'twisted', 'demon', 'monkey']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['admire', 'imagination']"
2,5,The Ghost of Harrenhal,bronn,['talking']
2,5,The Ghost of Harrenhal,tyrion lannister,"['demon', 'monkey']"
2,5,The Ghost of Harrenhal,bronn,"['people', 'think', 'pulling', 'king', 'string', 'blame', 'city', 'ill']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['blame', 'trying', 'save']"
2,5,The Ghost of Harrenhal,bronn,"['nt', 'need', 'convince']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['demon', 'monkey']"
2,5,The Ghost of Harrenhal,man,"['yeah', 'come']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['crew', 'sea', 'bitch', 'commander', 'welcome']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['stop', 'stop', 'captain', 'command', 'stop']"
2,5,The Ghost of Harrenhal,black lorren,"['headed', 'captain']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['stony', 'shore', 'raid', 'village', 'spoil', 'woman', 'job', 'well']"
2,5,The Ghost of Harrenhal,black lorren,"['decides', 'done', 'job', 'well']"
2,5,The Ghost of Harrenhal,theon greyjoy,['captain']
2,5,The Ghost of Harrenhal,black lorren,"['reaving', 'raping', 'since', 'left', 'balon', 'ball', 'captain', 'nt', 'reckon', 'got', 'much', 'use', 'idea', 'nt', 'reckon', 'got', 'much', 'use', 'captain', 'thinking', 'job', 'captain', 'real', 'well', 'need', 'ship', 'would', 'nt', 'know', 'could', 'find', 'ship', 'would']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['could', 'take', 'ship', 'head', 'hunt', 'drag', 'back', 'chain', 'hang', 'traitor']"
2,5,The Ghost of Harrenhal,yara greyjoy,"['stop', 'yield']"
2,5,The Ghost of Harrenhal,yara greyjoy,"['congratulation', 'first', 'command']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['thank', 'kind', 'come', 'see']"
2,5,The Ghost of Harrenhal,yara greyjoy,"['oh', 'way', 'red', 'harbor', 'got', 'thirty', 'ship', 'nowhere', 'put', 'narrow']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['better', 'get', 'would', 'nt', 'want', 'set', 'sail', 'without']"
2,5,The Ghost of Harrenhal,yara greyjoy,"['would', 'never', 'happen', 'crew', 'would', 'wait', 'deck', 'year', 'asked', 'lot', 'though', 'enjoy', 'stony', 'shore']"
2,5,The Ghost of Harrenhal,dagmer,"['come', 'take']"
2,5,The Ghost of Harrenhal,theon greyjoy,[]
2,5,The Ghost of Harrenhal,dagmer,"['dagmer', 'first', 'mate']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['nt', 'rest', 'send', 'row', 'dump', 'halfway', 'sea', 'would', 'good', 'laugh']"
2,5,The Ghost of Harrenhal,dagmer,"['gon', 'na', 'respect', 'prove']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['supposed', 'prove', 'pillaging', 'pisspoor', 'fishing', 'village']"
2,5,The Ghost of Harrenhal,dagmer,[]
2,5,The Ghost of Harrenhal,theon greyjoy,"['yet', 'task', 'father', 'given', 'prove', 'true', 'iron', 'islander']"
2,5,The Ghost of Harrenhal,dagmer,"['iron', 'islander', 'told', 'like']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['stony', 'shore', 'far', 'torrhen', 'square']"
2,5,The Ghost of Harrenhal,dagmer,"['seat', 'house', 'tallhart', 'impressive', 'prize', 'fisherman', 'daughter', 'nt', 'think', 'could', 'take']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['could', 'could', 'never', 'hold', 'day', 'soon', 'winterfell', 'got', 'word', 'taken', 'torrhen', 'square', 'starks', 'would', 'send', 'men', 'take', 'back']"
2,5,The Ghost of Harrenhal,theon greyjoy,"['take', 'ship']"
2,5,The Ghost of Harrenhal,reginald,"['starks', 'overextended', 'line', 'summer', 'hard', 'time', 'keeping', 'men', 'horse', 'fed']"
2,5,The Ghost of Harrenhal,tywin lannister,"['starks', 'understand', 'winter', 'better', 'ever', 'cold', 'wo', 'nt', 'beat']"
2,5,The Ghost of Harrenhal,amory,"['spy', 'report', 'growing', 'discontent', 'among', 'northern', 'lord', 'want', 'return', 'home', 'gather', 'harvest', 'crop', 'turn']"
2,5,The Ghost of Harrenhal,tywin lannister,"['sure', 'spy', 'snuck', 'encampment', 'would', 'report', 'growing', 'discontent', 'amongst', 'southern', 'lord', 'war', 'one', 'content', 'underestimated', 'stark', 'boy', 'long', 'good', 'mind', 'warfare', 'men', 'worship', 'long', 'keep', 'winning', 'battle', 'keep', 'believing', 'king', 'north', 'waiting', 'fail', 'going', 'fail', 'without', 'help', 'stop']"
2,5,The Ghost of Harrenhal,reginald,"['worked', 'night', 'lord', 'perhaps', 'profit', 'sleep']"
2,5,The Ghost of Harrenhal,tywin lannister,"['yes', 'think', 'would', 'reginald', 'cousin', 'might', 'even', 'let', 'wake', 'sleep', 'go', 'sure', 'wife', 'must', 'miss']"
2,5,The Ghost of Harrenhal,reginald,"['wife', 'lannisport']"
2,5,The Ghost of Harrenhal,tywin lannister,"['well', 'better', 'start', 'riding', 'go', 'change', 'mind', 'send', 'head']"
2,5,The Ghost of Harrenhal,tywin lannister,"['name', 'nt', 'lannister', 'scrubbing', 'pot', 'cook', 'tent', 'go']"
2,5,The Ghost of Harrenhal,tywin lannister,"['wine', 'water', 'time', 'girl']"
2,5,The Ghost of Harrenhal,arya stark,"['maidenpool', 'lord']"
2,5,The Ghost of Harrenhal,tywin lannister,"['lord', 'maidenpool', 'remind']"
2,5,The Ghost of Harrenhal,arya stark,"['house', 'mooton', 'lord']"
2,5,The Ghost of Harrenhal,tywin lannister,['sigil']
2,5,The Ghost of Harrenhal,tywin lannister,"['red', 'salmon', 'think', 'maidenpool', 'girl', 'would', 'remember', 'northerner', 'nt']"
2,5,The Ghost of Harrenhal,tywin lannister,"['good', 'one', 'time']"
2,5,The Ghost of Harrenhal,arya stark,"['barrowton', 'lord', 'house', 'dustin', 'two', 'crossed', 'longaxes', 'beneath', 'black', 'crown']"
2,5,The Ghost of Harrenhal,tywin lannister,"['say', 'robb', 'stark', 'north']"
2,5,The Ghost of Harrenhal,arya stark,"['call', 'young', 'wolf']"
2,5,The Ghost of Harrenhal,tywin lannister,[]
2,5,The Ghost of Harrenhal,arya stark,"['say', 'ride', 'battle', 'back', 'giant', 'direwolf', 'say', 'turn', 'wolf', 'want', 'say', 'ca', 'nt', 'killed']"
2,5,The Ghost of Harrenhal,tywin lannister,['believe']
2,5,The Ghost of Harrenhal,arya stark,"['lord', 'anyone', 'killed']"
2,5,The Ghost of Harrenhal,tywin lannister,"['fetch', 'water']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['girl', 'say', 'nothing']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['girl', 'keep', 'mouth', 'closed', 'one', 'hears', 'friend', 'may', 'talk', 'secret', 'yes', 'boy', 'becomes', 'girl']"
2,5,The Ghost of Harrenhal,arya stark,"['always', 'girl']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['always', 'aware', 'girl', 'keep', 'secret', 'man', 'spoil']"
2,5,The Ghost of Harrenhal,arya stark,"['one', 'let', 'burn']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['fetch', 'water', 'one', 'right', 'wrong']"
2,5,The Ghost of Harrenhal,arya stark,"['nt', 'choice']"
2,5,The Ghost of Harrenhal,jaqen hghar,[]
2,5,The Ghost of Harrenhal,jaqen hghar,"['man', 'pay', 'debt', 'man', 'owes', 'three']"
2,5,The Ghost of Harrenhal,arya stark,['three']
2,5,The Ghost of Harrenhal,jaqen hghar,"['red', 'god', 'take', 'lovely', 'girl', 'death', 'may', 'pay', 'life', 'saved', 'two', 'stole', 'three', 'death', 'red', 'god', 'give', 'back', 'speak', 'three', 'name', 'man', 'rest', 'three', 'life', 'give', 'le', 'done']"
2,5,The Ghost of Harrenhal,arya stark,"['name', 'anyone', 'kill']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['man', 'said']"
2,5,The Ghost of Harrenhal,arya stark,"['one', 'torture', 'everyone']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['man', 'need', 'name']"
2,5,The Ghost of Harrenhal,arya stark,"['nt', 'know', 'name', 'call', 'tickler']"
2,5,The Ghost of Harrenhal,jaqen hghar,"['enough', 'go', 'girl', 'master', 'thirsty']"
2,5,The Ghost of Harrenhal,jeor,"['yet', 'seen', 'u', 'blown', 'horn']"
2,5,The Ghost of Harrenhal,jon snow,['come']
2,5,The Ghost of Harrenhal,jeor,"['halfhand', 'thing', 'time']"
2,5,The Ghost of Harrenhal,jon snow,"['uncle', 'told', 'story']"
2,5,The Ghost of Harrenhal,jeor,['true']
2,5,The Ghost of Harrenhal,jon snow,"['heard', 'halfhand', 'spent', 'half', 'last', 'winter', 'beyond', 'wall']"
2,5,The Ghost of Harrenhal,jeor,"['whole', 'winter', 'north', 'skirling', 'pas', 'snow', 'came', 'wait', 'thaw']"
2,5,The Ghost of Harrenhal,jon snow,"['possible', 'someone', 'survive']"
2,5,The Ghost of Harrenhal,jeor,"['well', 'possible', 'halfhand']"
2,5,The Ghost of Harrenhal,sam,"['beautiful', 'nt', 'gilly', 'would', 'love']"
2,5,The Ghost of Harrenhal,dolorous edd,"['nothing', 'sickening', 'man', 'love']"
2,5,The Ghost of Harrenhal,man,"['time', 'something', 'least', 'keep', 'warm']"
2,5,The Ghost of Harrenhal,sam,"['fist', 'first', 'men', 'think', 'old', 'place', 'targaryens', 'defeated', 'andals', 'andals', 'took', 'westeros', 'first', 'men']"
2,5,The Ghost of Harrenhal,dolorous edd,"['die', 'please', 'stop', 'talking']"
2,5,The Ghost of Harrenhal,sam,"['thousand', 'thousand', 'year', 'ago', 'first', 'men', 'stood', 'standing', 'long', 'night', 'think', 'like', 'first', 'men']"
2,5,The Ghost of Harrenhal,dolorous edd,"['stupid', 'smart', 'people', 'nt', 'find', 'place', 'like']"
2,5,The Ghost of Harrenhal,jon snow,"['think', 'afraid', 'think', 'came', 'get', 'away', 'something', 'nt', 'think', 'worked']"
2,5,The Ghost of Harrenhal,grenn,['wildlings']
2,5,The Ghost of Harrenhal,jon snow,"['one', 'blast', 'ranger', 'returning', 'wildlings', 'two', 'blast']"
2,5,The Ghost of Harrenhal,dolorous edd,"['got', 'stand', 'waiting', 'wondering', 'one', 'blast', 'friend', 'two', 'foe']"
2,5,The Ghost of Harrenhal,sam,"['three', 'white', 'walker', 'thousand', 'year', 'time', 'blow', 'horn', 'three', 'time']"
2,5,The Ghost of Harrenhal,grenn,"['thousand', 'year', 'know']"
2,5,The Ghost of Harrenhal,sam,"['well', 'read', 'book']"
2,5,The Ghost of Harrenhal,dolorous edd,"['read', 'book']"
2,5,The Ghost of Harrenhal,jon snow,"['look', 'qhorin', 'halfhand']"
2,5,The Ghost of Harrenhal,dolorous,"['edd', 'aye', 'live', 'another', 'day', 'hurrah']"
2,5,The Ghost of Harrenhal,haylene,"['take', 'care', 'lord']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['remember', 'reading', 'old', 'sailor', 'proverb', 'piss', 'wildfire', 'cock', 'burn']"
2,5,The Ghost of Harrenhal,haylene,"['oh', 'conducted', 'experiment', 'could', 'well', 'true', 'substance', 'burn', 'hot', 'melt', 'wood', 'stone', 'even', 'steel', 'course', 'flesh', 'substance', 'burn', 'hot', 'melt', 'flesh', 'like', 'tallow']"
2,5,The Ghost of Harrenhal,haylene,"['dragon', 'died', 'wildfire', 'key', 'targaryen', 'power']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['companion', 'take', 'issue']"
2,5,The Ghost of Harrenhal,bronn,"['could', 'tell', 'many', 'crazy', 'old', 'men', 'seen', 'pushing', 'cart', 'around', 'army', 'camp', 'making', 'grand', 'claim', 'jar', 'full', 'pig', 'shit', 'offense', 'meant']"
2,5,The Ghost of Harrenhal,haylene,"['order', 'deal', 'pig', 'shit', 'substance', 'fire', 'given', 'form', 'perfecting', 'since', 'day', 'maegor']"
2,5,The Ghost of Harrenhal,bronn,[]
2,5,The Ghost of Harrenhal,haylene,"['jar', 'put', 'catapult', 'flung', 'enemy']"
2,5,The Ghost of Harrenhal,tyrion lannister,['much']
2,5,The Ghost of Harrenhal,bronn,"['could', 'get', 'real', 'soldier', 'man', 'catapult', 'maybe', 'hit', 'target', 'one', 'time', 'ten', 'real', 'soldier', 'riverlands', 'father']"
2,5,The Ghost of Harrenhal,haylene,"['lord', 'man', 'insulting']"
2,5,The Ghost of Harrenhal,bronn,"['nt', 'know', 'ever', 'seen', 'battle', 'old', 'man', 'thing', 'get', 'bit', 'messy', 'cause', 'flinging', 'thing', 'stannis', 'flinging', 'right', 'back', 'u', 'men', 'die', 'men', 'shit', 'men', 'run', 'mean', 'pot', 'falling', 'mean', 'fire', 'inside', 'wall', 'mean', 'poor', 'cunt', 'trying', 'defend', 'city', 'end', 'burning']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['friend', 'remains', 'unconvinced']"
2,5,The Ghost of Harrenhal,haylene,"['would', 'dare', 'insult', 'order', 'whilst', 'aery', 'targaryen', 'lived']"
2,5,The Ghost of Harrenhal,bronn,"['well', 'living', 'anymore', 'pot', 'wildfire', 'nt', 'help', 'men', 'win', 'war', 'magic', 'trick']"
2,5,The Ghost of Harrenhal,haylene,"['working', 'tirelessly', 'day', 'night', 'ever', 'since', 'royal', 'sister', 'commanded', 'u', 'present', 'count', 'stand', 'enough', 'burn', 'stannis', 'baratheon', 'fleet', 'army']"
2,5,The Ghost of Harrenhal,bronn,"['shit', 'idea']"
2,5,The Ghost of Harrenhal,tyrion lannister,"['afraid', 'concur', 'advisor', 'wisdom', 'haylene', 'content', 'room', 'could', 'lay', 'king', 'landing', 'low', 'wo', 'nt', 'making', 'wildfire', 'sister', 'longer', 'making']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['dracarys', 'dracarys']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['able', 'feed']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['let', 'sleep', 'doreah']"
2,5,The Ghost of Harrenhal,doreah,"['yes', 'khaleesi']"
2,5,The Ghost of Harrenhal,daenerys targaryen,['love']
2,5,The Ghost of Harrenhal,irri,"['rewove', 'part', 'top', 'fixed', 'heel', 'one']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['thank', 'friend']"
2,5,The Ghost of Harrenhal,doreah,"['see', 'dress', 'xaro', 'made', 'say', 'wealthiest', 'man', 'qarth']"
2,5,The Ghost of Harrenhal,irri,['known']
2,5,The Ghost of Harrenhal,doreah,"['qarth', 'wealthiest', 'city', 'essos']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['last', 'time', 'rich', 'man', 'gave', 'dress', 'selling', 'khal', 'drogo']"
2,5,The Ghost of Harrenhal,irri,"['may', 'ride', 'forever', 'night', 'land']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['xaro', 'host', 'know', 'nothing', 'men', 'like', 'talk', 'men', 'happy']"
2,5,The Ghost of Harrenhal,doreah,"['would', 'look', 'like', 'real', 'princess', 'xaros']"
2,5,The Ghost of Harrenhal,irri,"['princess', 'khaleesi', 'wear', 'khaleesi']"
2,5,The Ghost of Harrenhal,irri,"['guest', 'would', 'rude']"
2,5,The Ghost of Harrenhal,woman,"['must', 'visit', 'night', 'market', 'qartheen', 'night', 'market', 'like', 'night', 'market', 'ever', 'seen']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['sound', 'wonderful']"
2,5,The Ghost of Harrenhal,woman,"['meereenis', 'think', 'night', 'market', 'take']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['please', 'excuse', 'moment']"
2,5,The Ghost of Harrenhal,daenerys targaryen,[]
2,5,The Ghost of Harrenhal,jorah mormont,"['malakko', 'say', 'statue', 'heavy', 'carry', 'kovarro', 'say', 'malakko', 'idiot', 'pry', 'gem', 'rest', 'pure', 'gold', 'soft', 'chop', 'much', 'carry']"
2,5,The Ghost of Harrenhal,kovarro,"['melt', 'simple']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['guest', 'ca', 'nt', 'pry', 'chop', 'melt']"
2,5,The Ghost of Harrenhal,kovarro,"['course', 'khaleesi', 'wait', 'leave']"
2,5,The Ghost of Harrenhal,daenerys targaryen,"['even', 'leave']"
2,5,The Ghost of Harrenhal,kovarro,[]
