,sceneStart,sceneEnd,location,subLocation,characters,episodeNumber,seasonNumber
540,0:10:17,0:11:58,The Westerlands,Camp of the North,"['Robb Stark', 'Rickard Karstark', 'Catelyn Stark']",18,2
541,0:11:58,0:12:05,The Westerlands,To King's Landing,[],18,2
542,0:12:05,0:14:28,The Westerlands,To King's Landing,"['Jaime Lannister', 'Brienne of Tarth']",18,2
543,0:14:28,0:16:15,The Riverlands,Harrenhal,"['Arya Stark', 'Tywin Lannister', 'Kevan Lannister', 'Gregor Clegane']",18,2
544,0:16:15,0:16:57,The Riverlands,Harrenhal,"['Arya Stark', 'Rorge', 'Biter']",18,2
545,0:16:57,0:17:30,The Riverlands,Harrenhal,"['Hot Pie', 'Gendry', 'Arya Stark']",18,2
546,0:17:30,0:17:35,The Riverlands,Harrenhal,"['Tywin Lannister', 'Arya Stark', 'Hot Pie', 'Gendry']",18,2
547,0:17:35,0:17:46,The Riverlands,Harrenhal,['Arya Stark'],18,2
548,0:17:46,0:18:33,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Qhorin Halfhand', 'Ygritte', 'Rattleshirt']",18,2
549,0:18:33,0:20:04,The Crownlands,King's Landing,"['Tyrion Lannister', 'Bronn']",18,2
550,0:20:04,0:22:15,The Crownlands,King's Landing,"['Tyrion Lannister', 'Bronn', 'Lord Varys']",18,2
551,0:22:15,0:24:38,North of the Wall,Fist of the First Men,"['Grenn', 'Samwell Tarly', 'Eddison Tollett']",18,2
552,0:24:38,0:24:55,The Riverlands,Harrenhal,['Arya Stark'],18,2
553,0:24:55,0:26:57,The Riverlands,Harrenhal,"['Arya Stark', ""Jaqen H'ghar""]",18,2
554,0:26:57,0:27:11,The Crownlands,King's Landing,"['Podrick Payne', 'Tyrion Lannister', 'Cersei Lannister']",18,2
555,0:27:11,0:27:51,The Crownlands,King's Landing,"['Tyrion Lannister', 'Cersei Lannister']",18,2
556,0:27:51,0:27:53,The Crownlands,King's Landing,"['Podrick Payne', 'Tyrion Lannister', 'Cersei Lannister']",18,2
557,0:27:53,0:30:55,The Crownlands,King's Landing,"['Tyrion Lannister', 'Cersei Lannister']",18,2
558,0:30:55,0:31:52,The Crownlands,King's Landing,"['Tyrion Lannister', 'Ros', 'Cersei Lannister', 'Podrick Payne', 'Mandon Moore']",18,2
559,0:31:52,0:32:21,The Crownlands,King's Landing,"['Cersei Lannister', 'Tyrion Lannister']",18,2
560,0:32:21,0:33:50,The Crownlands,King's Landing,"['Tyrion Lannister', 'Shae']",18,2
561,0:33:50,0:34:38,The Westerlands,Camp of the North,"['Robb Stark', 'Roose Bolton']",18,2
562,0:34:38,0:34:59,The Westerlands,Camp of the North,"['Robb Stark', 'Roose Bolton', 'Talisa Maegyr']",18,2
563,0:34:59,0:40:52,The Westerlands,Camp of the North,"['Robb Stark', 'Talisa Maegyr']",18,2
564,0:40:52,0:42:07,The Riverlands,Harrenhal,"['Arya Stark', 'Hot Pie', 'Gendry']",18,2
565,0:42:07,0:42:32,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Stannis Baratheon', 'Matthos Seaworth']",18,2
566,0:42:32,0:45:03,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Stannis Baratheon']",18,2
567,0:45:03,0:46:07,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Tyrion Lannister', 'Lord Varys']",18,2
568,0:46:07,0:48:15,The Crownlands,King's Landing,"['Tyrion Lannister', 'Lord Varys']",18,2
569,0:48:15,0:48:37,Qarth,,"['Daenerys Targaryen', 'Jorah Mormont', 'Kovarro']",18,2
570,0:48:37,0:50:02,Qarth,,"['Daenerys Targaryen', 'Jorah Mormont']",18,2
571,0:50:02,0:50:34,The North,Winterfell,"['Theon Greyjoy', 'Dagmer Cleftjaw']",18,2
572,0:50:34,0:50:44,The North,Winterfell,"['Maester Luwin', 'Osha']",18,2
573,0:50:44,0:50:48,The North,Winterfell,"['Maester Luwin', 'Theon Greyjoy', 'Dagmer Cleftjaw']",18,2
574,0:50:48,0:51:04,The North,Winterfell,['Maester Luwin'],18,2
575,0:51:04,0:52:00,The North,Winterfell,"['Osha', 'Maester Luwin', 'Bran Stark', 'Rickon Stark', 'Hodor']",18,2
576,0:01:54,0:02:41,The Crownlands,Blackwater Bay,['Davos Seaworth'],19,2
577,0:02:41,0:02:57,The Crownlands,Blackwater Bay,['Stannis Baratheon'],19,2
578,0:02:57,0:03:25,The Crownlands,Blackwater Bay,[],19,2
579,0:03:25,0:04:46,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Matthos Seaworth']",19,2
580,0:04:46,0:06:30,The Crownlands,King's Landing,"['Tyrion Lannister', 'Shae']",19,2
581,0:06:30,0:08:03,The Crownlands,King's Landing,"['Cersei Lannister', 'Grand Maester Pycelle']",19,2
582,0:08:03,0:09:37,The Crownlands,King's Landing,"['Bronn', 'Armeca', 'Singing Lannister Soldier']",19,2
583,0:09:37,0:12:08,The Crownlands,King's Landing,"['Sandor Clegane', 'Bronn', 'Armeca', 'Singing Lannister Soldier']",19,2
584,0:12:08,0:15:00,The Crownlands,King's Landing,"['Lord Varys', 'Tyrion Lannister', 'Podrick Payne']",19,2
585,0:15:00,0:15:07,The Crownlands,Blackwater Bay,[],19,2
586,0:15:07,0:15:23,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Matthos Seaworth']",19,2
587,0:15:23,0:15:41,The Crownlands,Blackwater Bay,[],19,2
588,0:15:42,0:15:46,The Crownlands,Blackwater Bay,['Stannis Baratheon'],19,2
589,0:15:46,0:16:22,The Crownlands,King's Landing,"['Tyrion Lannister', 'Bronn', 'Podrick Payne']",19,2
590,0:16:22,0:16:47,The Crownlands,King's Landing,"['Sansa Stark', 'Shae', 'Tyrion Lannister']",19,2
591,0:16:47,0:17:13,The Crownlands,King's Landing,"['Sansa Stark', 'Shae', 'Tyrion Lannister', 'Joffrey Baratheon', 'Sandor Clegane']",19,2
592,0:17:13,0:17:15,The Crownlands,King's Landing,"['Podrick Payne', 'Shae', 'Tyrion Lannister']",19,2
593,0:17:15,0:18:18,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Sandor Clegane', 'Sansa Stark']",19,2
594,0:18:18,0:18:40,The Crownlands,King's Landing,"['Sansa Stark', 'Shae']",19,2
595,0:18:40,0:18:46,The Crownlands,King's Landing,[],19,2
596,0:18:46,0:19:02,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Sandor Clegane', 'Lancel Lannister']",19,2
597,0:19:02,0:19:12,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne']",19,2
598,0:19:12,0:20:12,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne', 'Joffrey Baratheon', 'Sandor Clegane', 'Lancel Lannister']",19,2
599,0:20:12,0:20:34,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Matthos Seaworth']",19,2
600,0:20:34,0:20:44,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon', 'Ilyn Payne']",19,2
601,0:20:44,0:21:05,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon', 'Ilyn Payne', 'Sansa Stark', 'Shae']",19,2
602,0:21:05,0:21:52,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Shae', 'Ilyn Payne', 'Tommen Baratheon']",19,2
603,0:21:52,0:22:20,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Shae', 'Ilyn Payne', 'Tommen Baratheon', 'Mandon Moore']",19,2
604,0:22:20,0:22:34,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark']",19,2
605,0:22:34,0:22:39,The Crownlands,King's Landing,[],19,2
606,0:22:39,0:22:57,The Crownlands,King's Landing,"['Sandor Clegane', 'Lancel Lannister', 'Podrick Payne', 'Joffrey Baratheon', 'Tyrion Lannister', 'Captain of the Archers']",19,2
607,0:22:57,0:23:01,The Crownlands,King's Landing,[],19,2
608,0:23:01,0:23:06,The Crownlands,Blackwater Bay,['Stannis Baratheon'],19,2
609,0:23:06,0:23:22,The Crownlands,King's Landing,"['Lancel Lannister', 'Captain of the Archers', 'Joffrey Baratheon', 'Tyrion Lannister']",19,2
610,0:23:22,0:23:25,The Crownlands,King's Landing,[],19,2
611,0:23:25,0:23:31,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Podrick Payne', 'Captain of the Archers', 'Lancel Lannister', 'Tyrion Lannister']",19,2
612,0:23:31,0:24:13,The Crownlands,Blackwater Bay,"['Matthos Seaworth', 'Davos Seaworth']",19,2
613,0:24:13,0:24:17,The Crownlands,King's Landing,['Hallyne'],19,2
614,0:24:17,0:24:26,The Crownlands,King's Landing,"['Tyrion Lannister', 'Hallyne', 'Joffrey Baratheon', 'Podrick Payne', 'Sandor Clegane']",19,2
615,0:24:26,0:24:45,The Crownlands,Blackwater Bay,"['Matthos Seaworth', 'Davos Seaworth']",19,2
616,0:24:45,0:24:47,The Crownlands,King's Landing,"['Tyrion Lannister', 'Hallyne']",19,2
617,0:24:47,0:24:50,The Crownlands,King's Landing,['Bronn'],19,2
618,0:24:50,0:24:51,The Crownlands,King's Landing,"['Tyrion Lannister', 'Hallyne', 'Joffrey Baratheon', 'Podrick Payne']",19,2
619,0:24:51,0:24:58,The Crownlands,King's Landing,['Bronn'],19,2
620,0:24:58,0:25:16,The Crownlands,Blackwater Bay,"['Matthos Seaworth', 'Davos Seaworth', 'Stannis Baratheon']",19,2
621,0:25:16,0:25:20,The Crownlands,King's Landing,[],19,2
622,0:25:20,0:25:24,The Crownlands,King's Landing,"['Tyrion Lannister', 'Hallyne', 'Joffrey Baratheon', 'Sandor Clegane']",19,2
623,0:25:24,0:25:31,The Crownlands,King's Landing,[],19,2
624,0:25:31,0:25:36,The Crownlands,King's Landing,['Bronn'],19,2
625,0:25:36,0:25:43,The Crownlands,King's Landing,[],19,2
626,0:25:43,0:25:44,The Crownlands,King's Landing,"['Tyrion Lannister', 'Hallyne', 'Joffrey Baratheon', 'Podrick Payne']",19,2
627,0:25:44,0:26:09,The Crownlands,King's Landing,[],19,2
628,0:26:09,0:26:22,The Crownlands,King's Landing,"['Sandor Clegane', 'Tyrion Lannister', 'Hallyne', 'Joffrey Baratheon', 'Podrick Payne']",19,2
629,0:26:22,0:26:25,The Crownlands,King's Landing,[],19,2
630,0:26:25,0:26:33,The Crownlands,Blackwater Bay,['Stannis Baratheon'],19,2
631,0:26:33,0:26:43,The Crownlands,King's Landing,[],19,2
632,0:26:43,0:27:26,The Crownlands,Blackwater Bay,['Stannis Baratheon'],19,2
633,0:27:26,0:27:47,The Crownlands,King's Landing,"['Dontos Hollard', 'Cersei Lannister', 'Sansa Stark']",19,2
634,0:27:47,0:30:39,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark']",19,2
635,0:30:39,0:30:42,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Shae']",19,2
636,0:30:42,0:31:05,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark']",19,2
637,0:31:05,0:31:20,The Crownlands,King's Landing,[],19,2
638,0:31:20,0:31:24,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
639,0:31:24,0:31:47,The Crownlands,King's Landing,"['Tyrion Lannister', 'Sandor Clegane', 'Joffrey Baratheon', 'Captain of the Archers']",19,2
640,0:31:47,0:31:55,The Crownlands,King's Landing,"['Podrick Payne', 'Tyrion Lannister']",19,2
641,0:31:55,0:32:07,The Crownlands,King's Landing,"['Sandor Clegane', 'Lancel Lannister', 'Captain of the Archers']",19,2
642,0:32:07,0:32:10,The Crownlands,King's Landing,[],19,2
643,0:32:10,0:32:13,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
644,0:32:13,0:32:24,The Crownlands,King's Landing,['Captain of the Archers'],19,2
645,0:32:24,0:32:33,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
646,0:32:33,0:32:37,The Crownlands,King's Landing,['Captain of the Archers'],19,2
647,0:32:37,0:32:46,The Crownlands,King's Landing,[],19,2
648,0:32:46,0:32:51,The Crownlands,King's Landing,['Captain of the Archers'],19,2
649,0:32:50,0:32:55,The Crownlands,King's Landing,[],19,2
650,0:32:55,0:32:57,The Crownlands,King's Landing,"['Tyrion Lannister', 'Joffrey Baratheon', 'Hallyne', 'Podrick Payne']",19,2
651,0:32:57,0:33:07,The Crownlands,King's Landing,[],19,2
652,0:33:07,0:33:10,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
653,0:33:10,0:33:15,The Crownlands,King's Landing,[],19,2
654,0:33:15,0:33:17,The Crownlands,King's Landing,"['Tyrion Lannister', 'Joffrey Baratheon', 'Hallyne', 'Podrick Payne']",19,2
655,0:33:17,0:33:25,The Crownlands,King's Landing,[],19,2
656,0:33:25,0:33:29,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
657,0:33:29,0:33:35,The Crownlands,King's Landing,[],19,2
658,0:33:35,0:33:40,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
659,0:33:40,0:33:49,The Crownlands,King's Landing,"['Sandor Clegane', 'Lancel Lannister']",19,2
660,0:33:49,0:34:00,The Crownlands,King's Landing,[],19,2
661,0:34:00,0:34:20,The Crownlands,King's Landing,"['Sandor Clegane', 'Lancel Lannister']",19,2
662,0:34:20,0:35:00,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon', 'Sansa Stark', 'Shae']",19,2
663,0:35:00,0:36:22,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Shae']",19,2
664,0:36:22,0:37:09,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Shae', 'Lancel Lannister']",19,2
665,0:37:09,0:37:33,The Crownlands,King's Landing,"['Cersei Lannister', 'Sansa Stark', 'Ilyn Payne']",19,2
666,0:37:33,0:38:32,The Crownlands,King's Landing,"['Sandor Clegane', 'Bronn']",19,2
667,0:38:32,0:38:34,The Crownlands,King's Landing,[],19,2
668,0:38:34,0:38:36,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
669,0:38:36,0:38:44,The Crownlands,King's Landing,[],19,2
670,0:38:44,0:39:09,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
671,0:39:09,0:39:36,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Captain of the Archers', 'Sandor Clegane', 'Singing Lannister Soldier']",19,2
672,0:39:36,0:40:21,The Crownlands,King's Landing,"['Sandor Clegane', 'Tyrion Lannister', 'Joffrey Baratheon']",19,2
673,0:40:21,0:41:26,The Crownlands,King's Landing,[],19,2
674,0:41:26,0:42:14,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Lancel Lannister', 'Tyrion Lannister', 'Mandon Moore']",19,2
675,0:42:14,0:42:19,The Crownlands,King's Landing,[],19,2
676,0:42:19,0:43:16,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne', 'Mandon Moore', 'Singing Lannister Soldier']",19,2
677,0:43:16,0:43:21,The Crownlands,King's Landing,[],19,2
678,0:43:21,0:43:46,The Crownlands,King's Landing,"['Tyrion Lannister', 'Mandon Moore', 'Podrick Payne']",19,2
679,0:43:46,0:43:52,The Crownlands,King's Landing,[],19,2
680,0:43:52,0:44:18,The Crownlands,King's Landing,"['Tyrion Lannister', 'Mandon Moore', 'Podrick Payne']",19,2
681,0:44:18,0:44:43,The Crownlands,King's Landing,"['Tommen Baratheon', 'Cersei Lannister', 'Lancel Lannister']",19,2
682,0:44:43,0:45:41,The Crownlands,King's Landing,"['Sansa Stark', 'Shae', 'Ilyn Payne']",19,2
683,0:45:41,0:46:07,The Crownlands,King's Landing,['Sansa Stark'],19,2
684,0:46:07,0:48:05,The Crownlands,King's Landing,"['Sansa Stark', 'Sandor Clegane']",19,2
685,0:48:05,0:48:15,The Crownlands,King's Landing,['Tyrion Lannister'],19,2
686,0:48:15,0:48:25,The Crownlands,King's Landing,[],19,2
687,0:48:25,0:49:12,The Crownlands,King's Landing,['Tyrion Lannister'],19,2
688,0:49:12,0:49:25,The Crownlands,King's Landing,[],19,2
689,0:49:25,0:49:35,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
690,0:49:35,0:50:02,The Crownlands,King's Landing,"['Tyrion Lannister', 'Mandon Moore', 'Podrick Payne']",19,2
691,0:50:02,0:50:51,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon']",19,2
692,0:50:51,0:50:54,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne']",19,2
693,0:50:54,0:51:01,The Crownlands,King's Landing,[],19,2
694,0:51:01,0:51:02,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
695,0:51:02,0:51:14,The Crownlands,King's Landing,['Loras Tyrell'],19,2
696,0:51:14,0:51:41,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon']",19,2
697,0:51:41,0:51:47,The Crownlands,King's Landing,[],19,2
698,0:51:47,0:51:58,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon']",19,2
699,0:51:58,0:52:02,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne']",19,2
700,0:52:02,0:52:08,The Crownlands,King's Landing,[],19,2
701,0:52:08,0:52:13,The Crownlands,King's Landing,"['Tyrion Lannister', 'Podrick Payne']",19,2
702,0:52:13,0:52:26,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon']",19,2
703,0:52:26,0:52:32,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon', 'Loras Tyrell']",19,2
704,0:52:32,0:52:36,The Crownlands,King's Landing,[],19,2
705,0:52:36,0:52:39,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
706,0:52:39,0:52:42,The Crownlands,King's Landing,[],19,2
707,0:52:42,0:52:45,The Crownlands,King's Landing,['Stannis Baratheon'],19,2
708,0:52:45,0:53:04,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon', 'Loras Tyrell', 'Tywin Lannister']",19,2
709,0:01:54,0:02:45,The Crownlands,King's Landing,"['Tyrion Lannister', 'Grand Maester Pycelle', 'Podrick Payne']",20,2
710,0:02:45,0:03:34,The Crownlands,King's Landing,"['Tyrion Lannister', 'Grand Maester Pycelle']",20,2
711,0:03:34,0:04:37,The Crownlands,King's Landing,"['Tywin Lannister', 'Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']",20,2
712,0:04:37,0:08:07,The Crownlands,King's Landing,"['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']",20,2
713,0:08:07,0:09:22,The Crownlands,King's Landing,"['Sansa Stark', 'Petyr Baelish']",20,2
714,0:09:22,0:11:49,The Crownlands,King's Landing,"['Ros', 'Lord Varys']",20,2
715,0:11:49,0:13:24,The Riverlands,East to King's Landing,"['Brienne of Tarth', 'Jaime Lannister']",20,2
716,0:13:24,0:16:47,The Riverlands,East to King's Landing,"['Brienne of Tarth', 'Jaime Lannister', 'Soldier Tom', 'Stark Soldier']",20,2
717,0:16:47,0:18:31,The Westerlands,Camp of the North,"['Robb Stark', 'Catelyn Stark']",20,2
718,0:18:31,0:22:05,The Crownlands,Dragonstone,"['Stannis Baratheon', 'Melisandre']",20,2
719,0:22:05,0:26:49,The North,Winterfell,"['Theon Greyjoy', 'Maester Luwin']",20,2
720,0:26:49,0:28:28,The North,Winterfell,"['Theon Greyjoy', 'Dagmer Cleftjaw', 'Black Lorren']",20,2
721,0:28:28,0:28:54,The North,Winterfell,"['Theon Greyjoy', 'Dagmer Cleftjaw', 'Black Lorren', 'Maester Luwin']",20,2
722,0:28:54,0:30:11,The Crownlands,King's Landing,"['Tyrion Lannister', 'Lord Varys', 'Podrick Payne']",20,2
723,0:30:11,0:30:46,The Crownlands,King's Landing,"['Tyrion Lannister', 'Lord Varys', 'Podrick Payne', 'Shae']",20,2
724,0:30:46,0:33:32,The Crownlands,King's Landing,"['Tyrion Lannister', 'Shae']",20,2
725,0:33:32,0:34:23,The Westerlands,Camp of the North,"['Septon', 'Robb Stark', 'Talisa Maegyr']",20,2
726,0:34:23,0:35:26,Qarth,,"['Daenerys Targaryen', 'Jorah Mormont', 'Kovarro']",20,2
727,0:35:26,0:35:41,Qarth,,"['Daenerys Targaryen', 'Jorah Mormont']",20,2
728,0:35:41,0:36:04,Qarth,,"['Kovarro', 'Jorah Mormont']",20,2
729,0:36:04,0:36:31,Qarth,,['Daenerys Targaryen'],20,2
730,0:36:31,0:36:43,The Riverlands,Outside Harrenhal,"['Arya Stark', 'Hot Pie', 'Gendry']",20,2
731,0:36:43,0:37:00,The Riverlands,Outside Harrenhal,"['Arya Stark', 'Hot Pie', 'Gendry', ""Jaqen H'ghar""]",20,2
732,0:37:00,0:39:12,The Riverlands,Outside Harrenhal,"['Arya Stark', ""Jaqen H'ghar""]",20,2
733,0:39:12,0:39:36,The Riverlands,Outside Harrenhal,"['Arya Stark', ""Jaqen H'ghar"", ""Jaqen's Disguise""]",20,2
734,0:39:36,0:40:49,The North,Winterfell,"['Osha', 'Bran Stark', 'Hodor', 'Rickon Stark', 'Summer', 'Shaggydog']",20,2
735,0:40:49,0:42:29,The North,Winterfell,"['Maester Luwin', 'Osha', 'Bran Stark', 'Hodor', 'Rickon Stark']",20,2
736,0:42:29,0:43:08,The North,Winterfell,"['Maester Luwin', 'Osha']",20,2
737,0:43:08,0:43:35,The North,Winterfell,"['Shaggydog', 'Summer', 'Osha', 'Hodor', 'Rickon Stark', 'Bran Stark']",20,2
738,0:43:35,0:44:28,Qarth,,['Daenerys Targaryen'],20,2
739,0:44:28,0:46:11,Qarth,King's Landing,['Daenerys Targaryen'],20,2
740,0:46:11,0:46:51,Qarth,The Wall,['Daenerys Targaryen'],20,2
741,0:46:51,0:49:31,Qarth,Vaes Dothrak,"['Daenerys Targaryen', 'Khal Drogo', 'Rhaego']",20,2
742,0:49:31,0:51:47,Qarth,,"['Daenerys Targaryen', 'Drogon', 'Viserion', 'Rhaegal', 'Pyat Pree']",20,2
743,0:51:47,0:54:51,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Ygritte', 'Qhorin Halfhand', 'Rattleshirt']",20,2
744,0:54:51,0:55:31,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Ygritte']",20,2
745,0:55:31,0:56:05,Qarth,,"['Xaro Xhoan Daxos', 'Kovarro', 'Jorah Mormont', 'Daenerys Targaryen', 'Doreah', 'Drogon', 'Viserion', 'Rhaegal']",20,2
746,0:56:05,0:57:08,Qarth,,"['Xaro Xhoan Daxos', 'Kovarro', 'Jorah Mormont', 'Daenerys Targaryen', 'Doreah', 'Drogon', 'Viserion', 'Rhaegal']",20,2
747,0:57:08,0:57:20,Qarth,,"['Kovarro', 'Jorah Mormont', 'Daenerys Targaryen']",20,2
748,0:57:20,0:57:53,Qarth,,"['Kovarro', 'Jorah Mormont', 'Daenerys Targaryen']",20,2
749,0:57:53,0:58:11,Qarth,,"['Daenerys Targaryen', 'Drogon', 'Viserion', 'Rhaegal']",20,2
750,0:58:11,0:59:54,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'Grenn', 'Eddison Tollett']",20,2
751,0:59:54,1:00:24,North of the Wall,Fist of the First Men,['Samwell Tarly'],20,2
752,1:00:24,1:01:23,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'White Walker']",20,2
753,1:01:23,1:02:04,North of the Wall,Fist of the First Men,['White Walker'],20,2
754,0:00:06,0:00:17,North of the Wall,Fist of the First Men,[],21,3
755,0:00:17,0:01:03,North of the Wall,Fist of the First Men,['Samwell Tarly'],21,3
756,0:01:03,0:01:28,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'Man of the Nightswatch']",21,3
757,0:01:28,0:01:50,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'White Walker']",21,3
758,0:01:50,0:02:06,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'White Walker', 'Ghost']",21,3
759,0:02:06,0:02:19,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'White Walker', 'Ghost', 'Jeor Mormont']",21,3
760,0:02:19,0:03:17,North of the Wall,Fist of the First Men,"['Samwell Tarly', 'White Walker', 'Jeor Mormont', 'Grenn', 'Eddison Tollett', 'Rast', 'Ghost']",21,3
761,0:05:05,0:05:39,North of the Wall,Frostfang Mountains,"['Rattleshirt', 'Jon Snow', 'Ygritte']",21,3
762,0:05:39,0:05:47,North of the Wall,Frostfang Mountains,[],21,3
763,0:05:47,0:06:40,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Ygritte', 'Dongo the Giant']",21,3
764,0:06:40,0:07:40,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Rattleshirt', 'Ygritte']",21,3
765,0:07:40,0:09:37,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Rattleshirt', 'Ygritte', 'Tormund Giantsbane', 'Mance Rayder']",21,3
766,0:09:37,0:12:28,North of the Wall,Frostfang Mountains,"['Jon Snow', 'Tormund Giantsbane', 'Mance Rayder']",21,3
767,0:12:28,0:12:34,The Crownlands,King's Landing,[],21,3
768,0:12:34,0:13:16,The Crownlands,King's Landing,"['Bronn', 'Mirelle']",21,3
769,0:13:16,0:13:36,The Crownlands,King's Landing,"['Bronn', 'Mirelle', 'Podrick Payne']",21,3
770,0:13:36,0:17:04,The Crownlands,King's Landing,"['Tyrion Lannister', 'Cersei Lannister']",21,3
771,0:17:04,0:17:57,The Crownlands,King's Landing,"['Bronn', 'Meryn Trant', 'Podrick Payne', 'Cersei Lannister']",21,3
772,0:17:57,0:18:00,The Crownlands,King's Landing,"['Tyrion Lannister', 'Bronn', 'Podrick Payne']",21,3
773,0:18:00,0:18:51,The Crownlands,King's Landing,"['Tyrion Lannister', 'Bronn', 'Podrick Payne']",21,3
774,0:18:51,0:19:58,The Crownlands,Blackwater Bay,['Davos Seaworth'],21,3
775,0:19:58,0:20:39,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Boat Commander']",21,3
776,0:20:39,0:23:32,The Crownlands,Blackwater Bay,"['Davos Seaworth', 'Salladhor Saan']",21,3
777,0:23:32,0:24:07,The Riverlands,Harrenhal,"['Robb Stark', 'Roose Bolton']",21,3
778,0:24:07,0:24:37,The Riverlands,Harrenhal,['Robb Stark'],21,3
779,0:24:37,0:25:00,The Riverlands,Harrenhal,"['Roose Bolton', 'Rickard Karstark']",21,3
780,0:25:00,0:26:45,The Riverlands,Harrenhal,"['Roose Bolton', 'Rickard Karstark', 'Catelyn Stark', 'Robb Stark', 'Talisa Maegyr', 'Qyburn']",21,3
781,0:26:45,0:31:42,The Crownlands,King's Landing,"['Tywin Lannister', 'Tyrion Lannister']",21,3
782,0:31:42,0:32:45,The Crownlands,King's Landing,"['Sansa Stark', 'Shae']",21,3
783,0:32:45,0:33:19,The Crownlands,King's Landing,"['Sansa Stark', 'Shae', 'Petyr Baelish', 'Ros']",21,3
784,0:33:19,0:34:13,The Crownlands,King's Landing,"['Sansa Stark', 'Petyr Baelish']",21,3
785,0:34:13,0:35:23,The Crownlands,King's Landing,"['Sansa Stark', 'Shae', 'Petyr Baelish', 'Ros']",21,3
786,0:35:23,0:35:48,The Summer Sea,,"['Drogon', 'Daenerys Targaryen', 'Jorah Mormont', 'Viserion', 'Rhaegal']",21,3
787,0:35:48,0:36:13,The Summer Sea,,"['Drogon', 'Daenerys Targaryen', 'Jorah Mormont']",21,3
788,0:36:13,0:37:12,The Summer Sea,,"['Daenerys Targaryen', 'Jorah Mormont']",21,3
789,0:37:12,0:37:31,The Crownlands,Dragonstone,['Davos Seaworth'],21,3
