,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
6243,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I promise I will free you.,0.999090313911438
6244,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,ros,Don't forget me.,0.998918890953064
6245,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Never.,-0.9985973834991455
6246,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"I will hurt you for this. A day will come when you think you're safe and happy, and your joy will turn to ashes in your mouth. And you will know the debt is paid.",0.976586639881134
6247,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,Get out.,-0.9925496578216553
6248,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Shae!,0.8372710943222046
6249,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,I've been waiting all night. What is wrong?,-0.9982098937034607
6250,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,You're beautiful.,0.9997553825378418
6251,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,Then why do you look sad?,-0.9970990419387817
6252,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,We have to be more careful.,-0.9877426028251648
6253,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,Don't be afraid. I can take care of myself.,0.9991079568862915
6254,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,There are people who want to hurt me.,-0.9663932919502258
6255,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,I know. I won't let them. I'll cut off their faces. I will.,0.9790403842926025
6256,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I would kill for you. Do you know that? I expect I'll have to before this is over. You're mine.,0.9978986382484436
6257,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,I'm yours.,0.9995895028114319
6258,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Promise me.,0.9993619918823242
6259,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,shae,I'm yours and you are mine.,0.9996281862258911
6260,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,Still no word?,-0.9987659454345703
6261,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,roose bolton,We've sent a dozen ravens. None have returned. My bastard is only a few days from Winterfell. Once he captures the castle,-0.9126614928245544
6262,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,Theon has my brothers. If we storm the castle,0.983130931854248
6263,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,roose bolton,He wouldn't dare hurt the boys. They're his only hope of escaping the North with his head.,-0.9933995604515076
6264,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,Send word to your son. Any Ironborn who surrender will be allowed to return safely to their homes.,0.9882798194885254
6265,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,roose bolton,"A touch of mercy is a virtue, Your Grace. Too much-",0.9799157381057739
6266,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,Any Ironborn with the exception of Theon Greyjoy. He betrayed our cause. He betrayed me. And we will hunt him down no matter where he runs.,0.04171451926231384
6267,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,roose bolton,I expect his countrymen will turn on him the minute they hear the offer.,-0.9276188611984253
6268,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,"Your pardon, my lord. Your Grace.",0.9982637166976929
6269,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,roose bolton,My lady.,0.9915108680725098
6270,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,How are you?,-0.9413325786590576
6271,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,How am I? I've had to arrest my mother. The Lannisters have my sisters. The man I considered my closest friend has seized my home and my brothers. I'm fighting a war and I don't know if I should march south or north.,-0.9889525175094604
6272,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,I'm sorry. It was a stupid question. I'm sorry.,-0.9994387030601501
6273,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,No. Forgive me. You're being kind. I have no right.,-0.8120333552360535
6274,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,You have every right. You're a king.,0.9997044205665588
6275,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,That's not the kind of king I want to be.,-0.9994207620620728
6276,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,What kind do you want to be?,0.9877195358276367
6277,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,I don't know. The good kind. Most kings grew up as princes. They spend their whole lives preparing for the crown. I was raised to be Lord of Winterfell.,0.9953445792198181
6278,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,"I was raised to be a proper little lady, to play the harp and dance the latest steps and recite Valyrian poetry.",0.9952803254127502
6279,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,I'd like to hear you play the harp.,0.998810350894928
6280,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,"No. No, you would not.",-0.981970489025116
6281,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,How did you go from reciting Valyrian poetry to sawing off men's feet?,-0.9909689426422119
6282,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,"When I was twelve, my mother and father went to a wedding. Weddings in Volantis last for days, you know. And they left me with my little brother. The second afternoon they were gone was the hottest day in the three-year summer. We couldn't bear to be inside, so we ran down to the Rhoyne. Every child in Volantis was in the Rhoyne that day. The rich, the poor, we were all there. Naked, screaming, racing to the little islands. Drummers were playing for coppers on the east bank. I was treading water, talking to a friend, when I realized I hadn't seen my brother. I called his name. Then I started screaming his name. And then I saw him floating face down. My heart just stopped. I was I dragged him from the water. My friend helped me, I think. I don't even remember. He was so little. Then we pulled him onto the riverbank. And I screamed at him and I shook him. And he was dead. Just dead. A man ran over. He had a fish tattoo on his face. In Volantis, the slaves have tattoos. So you know what they are without having to talk to them. And this man worked on a fishing boat. And he pushed me out of the way. You have to understand, for a slave to push a highborn girl, that's death for the man, a terrible death. But he pushed me out of the way, and he started pressing on my brother's chest again and again and again, until my brother spat out half of the Rhoyne and cried out. And the man cradled his head and told him to be calm. I decided two things that day. I would not waste my years planning dances and masquerades with the other noble ladies. And when I came of age, I would never live in a slave city again. I'm sorry, Your Grace. You told me of your problems and I've blathered on.",-0.9310676455497742
6283,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,robb stark,I don't want to marry the Frey girl.,-0.9973539113998413
6284,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,talisa,I don't want you to marry her. But you needed that bridge. I hope it's a very beautiful bridge.,0.9991658926010132
6285,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,hot pie,The sour cherries was all crushed up and ready.,-0.9930145144462585
6286,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,Shut up.,-0.9990828037261963
6287,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,hot pie,"Probably in the piecrust by now. In the oven. The nice, warm oven.",0.9982857704162598
6288,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,arya stark,Shut up. What did you bring?,-0.9970332384109497
6289,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,yara greyjoy,Shut up. What did you bring?,-0.9970332384109497
6290,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,hot pie,The cheese could be better. I did get some nice sausages.,0.6314828991889954
6291,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,What did he want us to do about those guards?,-0.9933995008468628
6292,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,arya stark,"He didn't say. He just said, ""Walk through the gates.""",-0.9794296026229858
6293,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,What about the guards?,-0.992164671421051
6294,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,arya stark,He didn't say anything about the guards.,-0.9966094493865967
6295,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,"What, he left that bit out? It's a pretty important part, don't you think?",-0.8216679692268372
6296,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,arya stark,We have to trust him.,0.9856138229370117
6297,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,Trust him? You trusted him to fight with us when you set him free and he ran.,-0.9030032753944397
6298,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,hot pie,I want to go back to the kitchens.,-0.9976003170013428
6299,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,arya stark,Shut up. Stay here if you're afraid.,-0.9914129376411438
6300,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,gendry baratheon,"Arry, don't.",-0.9952389001846313
6301,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,man,Away! Reset!,-0.9877526164054871
6302,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"If the wind holds, we'll reach King's Landing in a day.",0.7722690105438232
6303,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,Will it hold?,0.901712954044342
6304,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"Can't make promises for the wind, Your Grace.",-0.9955405592918396
6305,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,man,"Again, pull!",0.9384093284606934
6306,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,"I admire you, Ser Davos.",0.9996377229690552
6307,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"I thank you, Your Grace.",0.9996547698974609
6308,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,"Pleased to hear it. Some highborn fools call you Onion Knight and think they insult you. So you take the onion for your sigil, sew it on your coat, fly the onion flag.",0.9369879961013794
6309,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"My son wishes me to change it. Three mermen with tridents, something like that. I understand why the older families look down at me.",-0.6490687131881714
6310,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,Do you? Why?,-0.9938709735870361
6311,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,My father was a crabber.,-0.7766713500022888
6312,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,And?,-0.9496752023696899
6313,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"Well, sons of lords don't like to break bread with sons of crabbers. Our hands stink.",-0.9988624453544617
6314,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,And where were those lords when Storm's End starved?,-0.9934656023979187
6315,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,Many fought bravely for your brother. Many fought for the Mad King.,0.9815210700035095
6316,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,You defend these men who insult you behind your back.,-0.6541234850883484
6317,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,Some are happy to do it to my face.,0.9997128844261169
6318,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,"We were forgotten. Robert and Ned Stark, they were the heroes. The glorious rebels marching from battle to battle, liberating towns from the yoke of the Mad King, while I held Storm's End with five hundred men.",0.9970898032188416
6319,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"No one has forgotten, Your Grace.",0.9994713664054871
6320,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,No? Robert did. He gave Storm's End to Renly after the war. Renly never fought a day in his life.,0.95122230052948
6321,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,He was only a boy.,0.8086590766906738
6322,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,Then why'd he give him Storm's End?,-0.9942539930343628
6323,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,"First, we ate the horses. We weren't riding anywhere, not with the castle surrounded. We couldn't feed them, so fine, the horses. Then the cats. Never liked cats. So fine. I do like dogs. Good animals. Loyal. But we ate them. Then the rats. The night before you slipped through, I thought my wife was dying. She couldn't speak anymore, she was so frail. And then you made it through the lines. Slipped right through in your little black sailboat with your onions.",-0.03207942843437195
6324,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"And potatoes. Some salted beef, I believe.",0.896503210067749
6325,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,Every man in Storm's End wanted to kiss you that night.,0.998568594455719
6326,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,I was relieved they did not.,-0.7913886308670044
6327,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,"Robert told me to hold Storm's End, so I held it. Then he told me he was giving it to Renly, so I gave it up. Insult or no, I gave it up. Because Robert was my older brother, and he was the king and I've always done my duty. But now, I'm the rightful king by every law of Westeros. And when I sit the Iron Throne, you'll be my Hand.",0.9972738027572632
6328,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,davos seaworth,"Your Grace, I pray I serve you well.",0.9987649917602539
6329,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,stannis baratheon,I expect you'll be the first crabber's son to wear the badge.,0.9829058647155762
6330,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,joffrey baratheon,You're the Master of Whisperers. You're supposed to know everything.,0.9938970804214478
6331,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"No man can be in all rooms at all times. I have many little birds in the North, my lord, but I haven't heard their songs since Theon Greyjoy captured Winterfell.",0.6045433282852173
6332,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,joffrey baratheon,The Stark forces are distracted. Now is the time to strike.,-0.9721512198448181
6333,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"To strike? My dear nephew, you do see these men preparing the walls for siege? You do understand Stannis Baratheon sails this way?",0.9573531746864319
6334,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,joffrey baratheon,"If my Uncle Stannis lands on the shores of King's Landing, I'll ride out to greet him.",0.9986340999603271
6335,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"A brave choice, Your Grace. I'm sure your men will line up behind you.",0.9996962547302246
6336,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,joffrey baratheon,They say Stannis never smiles. I'll give him a red smile from ear to ear.,0.43557053804397583
6337,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Imagine Stannis' terror.,-0.9734026193618774
6338,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,I am trying.,0.9680551886558533
6339,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,You're an intelligent man. I'd like to think I'm an intelligent man.,0.999697744846344
6340,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"Oh, no one disputes that, my lord, not even the multitudes who despise you.",0.799457848072052
6341,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"I wish we could converse as two honest, intelligent men.",0.9536489248275757
6342,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"I wish we could, too.",-0.9839044809341431
6343,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,What do you want? Tell me.,-0.6374396085739136
6344,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"If we're going to play, you'll have to start.",-0.9292969107627869
6345,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"My brother was the youngest Kingsguard in history. My sister became queen at the age of nineteen. When I reached manhood, my father put me in charge of all the drains and cisterns in Casterly Rock.",0.9838055968284607
6346,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,A most highborn plumber.,0.4444420337677002
6347,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,The water never flowed better. And all the shit found its way to the sea. I never expected to have any real power. So when my father named me acting Hand,-0.9779740571975708
6348,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"You're quite good at being Hand, you know? Jon Arryn and Ned Stark were good men. Honorable men. But they disdained the game and those who played. You enjoy the game.",0.9988614320755005
6349,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I do. Last thing I expected.,0.21298432350158691
6350,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,And you play it well.,0.9997069835662842
6351,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"I'd like to keep playing it. If Stannis breaches the gates, the game is over.",-0.992083728313446
6352,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,They say he burns his enemies alive to honor the Lord of Light.,-0.9300493597984314
6353,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"The Lord of Light wants his enemies burned, the Drowned God wants them drowned. Why are all the gods such vicious cunts? Where is the god of tits and wine?",-0.998104989528656
6354,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"In the Summer Isles, they worship a fertility goddess with sixteen teats.",0.9825384616851807
6355,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,We should sail there immediately.,0.9847740530967712
6356,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"This morning, I heard a song all the way from Qarth beyond the Red Waste. Daenerys Targaryen lives.",0.8906124830245972
6357,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,A girl at the edge of the world is the least of our problems.,-0.9657626748085022
6358,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,lord varys,"She has three dragons. But even if what they say is true, it'll be years before they are fully grown. And then there will be nowhere to hide.",-0.9398630857467651
6359,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"One game at a time, my friend.",0.9974098801612854
6360,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"Careful, Khaleesi. Xaro owns this city and the warlocks have a thousand eyes watching for you. I found one. A ship with a good captain. She leaves for Astapor tomorrow.",0.9886472225189209
6361,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,Astapor?,-0.9885550737380981
6362,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,We cannot stay here.,-0.9917567372322083
6363,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,They have my dragons. A mother does not flee without her children.,0.9975258708000183
6364,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"They're not your children. I know they call you the Mother of Dragons and I know you love them, but you didn't grow them in your womb. They didn't suckle at your breast. They are dragons, Khaleesi. And if we stay in Qarth, we'll die.",0.7994437217712402
6365,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,You should sail to Astapor. I'm sure you'll be safe there.,0.9955359101295471
6366,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"You know I would die for you. I will never abandon you. I'm sworn to protect you, to serve.",0.9987659454345703
6367,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,"Then serve me. If my dragons are in the House of the Undying, then take me there.",0.9932898283004761
6368,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"That's what the warlock wants. He told you so himself. If you enter that place, you will never leave again. His magic is strong.",0.9996102452278137
6369,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,And what of my magic? You saw me step into the fire. You watched the witch burn. What did the flames do to me? Do you remember?,-0.9459877014160156
6370,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"Until my last breath, I will remember. After I have forgotten my mother's face.",-0.8875102400779724
6371,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,daenerys targaryen,They are my children. And they are the only children I will ever have. Take me to them.,0.9981818199157715
6372,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,We should bury them.,-0.9879518151283264
6373,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,dagmer,I'd leave 'em up a few more days. Sends a message.,-0.8611782789230347
6374,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,"If they haven't got the damn message yet, a few more days won't help. As you say. But it don't hurt to let 'em rot a while longer.",0.7904822826385498
6375,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,dagmer,What's this?,-0.9816517233848572
6376,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Gold for the farmer. For his trouble.,-0.946016788482666
6377,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,dagmer,His troubles are done. He's feeding the crops now.,0.46715813875198364
6378,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,dagmer,"His wife, too. You want to keep a man silent, you silence him.",-0.9823858141899109
6379,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,osha,Got as far as the farm and then doubled back. Walked through the stream to throw off the hounds. Hoped this would be the last place they'd think to look.,-0.9987961649894714
6380,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,luwin,You're right so far.,0.9996619820594788
6381,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,osha,Who was that out there hung up at the gates?,-0.9976952075958252
6382,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,luwin,Must have been the farmer's boys.,-0.9894605278968811
6383,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,osha,He killed them and burned them and passed them off as the little lords?,-0.998320996761322
6384,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,luwin,They mustn't know. Bran would blame himself.,-0.9956092238426208
6385,2012-05-20,Season 2,Episode 8,The Prince of Winterfell,osha,They'll never hear it from me. The little lads have suffered enough.,-0.9965132474899292
6386,2012-05-27,Season 2,Episode 9,Blackwater,matthos,That's it. The tide's against us.,-0.9927486181259155
6387,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,"Aye, but we have the wind. She'll blow us straight to the gates.",0.9947611689567566
6388,2012-05-27,Season 2,Episode 9,Blackwater,matthos,You're coming home.,0.9992687702178955
6389,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,King's Landing hasn't been home for twenty years. I spent most of my life dodging the royal fleet. And now I'm sailing right at them.,0.9988340735435486
6390,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"This is the royal fleet. And you're not a smuggler anymore, you're the high captain.",0.9903032779693604
6391,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,"Of course, there are several royal fleets at the moment.",0.9904433488845825
6392,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"Not after tonight. When the sun rises, Stannis will sit on the Iron Throne and you will be his Hand.",0.9985095858573914
6393,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,Gods be good.,0.9978170990943909
6394,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"God. Father, there is only one and he watches over us.",0.9949176907539368
6395,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,But not over them?,-0.6513432264328003
6396,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"Over all of us. The people of King's Landing did not choose the false king, Joffrey Baratheon. They will be glad to see his head on a spike.",0.9719557762145996
6397,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,"Well, first, we have to put it there.",-0.9901764988899231
6398,2012-05-27,Season 2,Episode 9,Blackwater,matthos,Our ships outnumber theirs ten-to-one.,0.6969281435012817
6399,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,"Our army outnumber theirs five-to-one. Those walls have never been breached, and the men guarding the walls, when they see you, they don't see a liberator, they see a stranger come to set their city on fire.",0.9127776026725769
6400,2012-05-27,Season 2,Episode 9,Blackwater,matthos,I have faith in the Lord of Light. I have faith in our cause. And I have faith in my captain.,0.9995387196540833
6401,2012-05-27,Season 2,Episode 9,Blackwater,shae,"Are you afraid, my lion?",-0.8555053472518921
6402,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"If the city falls, Stannis will burn every Lannister he can find. Of course I'm afraid.",-0.990155041217804
6403,2012-05-27,Season 2,Episode 9,Blackwater,shae,I won't let them hurt you.,0.9991341829299927
6404,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,I'm a Lannister. I don't have a choice in all this. But it's not your war.,0.9364930391311646
6405,2012-05-27,Season 2,Episode 9,Blackwater,shae,It is now.,0.9942357540130615
6406,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,You can't fuck your way out of everything.,0.9635634422302246
6407,2012-05-27,Season 2,Episode 9,Blackwater,shae,I have so far. Do you remember what you said when you met me in your tent? That I should make love to you like it was your last day on this earth.,0.9993710517883301
6408,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,"As you know, Your Grace, it is not only the sworn duty of a maester to carry out the wishes of the house he serves, but also to offer guidance and counsel in times of war.",0.9972588419914246
6409,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,Your words are always wise and measured.,0.9997129440307617
6410,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,"If you could - If anything, a maester's duties become more urgent in times of war and turmoil. I remember back in the days of King",-0.018729031085968018
6411,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,You brought me something?,0.819278359413147
6412,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,"Yes. Essence of nightshade is as dangerous as it is efficacious. A single drop in a cup of wine suffices to soothe ragged nerves. Three drops will bring on a deep and dreamless sleep. Ten drops, however-",-0.9520159959793091
6413,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,I know what ten drops will bring.,0.7773706316947937
6414,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,"Your Grace, if I may ask-",0.9990649223327637
6415,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,You may not. You must have a lot of work to do. I'm sure many brave men will need your wisdom soon.,-0.13113150000572205
6416,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,Yes. A siege is very-,-0.8783538341522217
6417,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,"Be careful on the stairs, Grand Maester. There are so many.",0.942634105682373
6418,2012-05-27,Season 2,Episode 9,Blackwater,grand maester pycelle,Your Grace.,0.9997196793556213
6419,2012-05-27,Season 2,Episode 9,Blackwater,men,"And so he spoke / That Lord of Castamere / But now the rains weep o'er his halls / With no one there to hear / Yes, now the rains weep o'er his halls / And not a soul to hear-",-0.992980420589447
6420,2012-05-27,Season 2,Episode 9,Blackwater,bronn,To the boys!,0.9991615414619446
6421,2012-05-27,Season 2,Episode 9,Blackwater,soldier,Lannisters! Where'd you learn the Lannister song?,-0.9912217259407043
6422,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Drunk Lannisters.,-0.9987587928771973
6423,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,You've got a pretty voice.,0.999651312828064
6424,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Thank you very much.,0.9996685981750488
6425,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,And I like your nose. How many times you break it?,0.9844614863395691
6426,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Well, now let's see. First time, I was five. My mam smacked me with an iron poker.",-0.9614255428314209
6427,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,Oh.,0.9610584378242493
6428,2012-05-27,Season 2,Episode 9,Blackwater,bronn,It wasn't me she was aiming at. She was trying for my little brother. Now he was a real pest.,-0.9890923500061035
6429,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Second time, I was nine. Got in a scrap with a few older boys. They won. Third time-",0.9969925880432129
6430,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Eh, you don't want to know about the third time.",-0.9984938502311707
6431,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,Poor nose.,-0.9996002316474915
6432,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Don't feel sorry for him. He'll be halfway up your arse before the night's through.,-0.8590553402900696
